,Spectrogram,Local_File_Path,Pitch,Note,Octave
1599,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-D3-mf-4c-T19u.wav,D3,D,3
1600,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-D#3-mf-1c-N.wav,D#3,D#,3
1601,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-D#3-mf-2c-N.wav,D#3,D#,3
1602,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-D#3-mf-3c-T24d.wav,D#3,D#,3
1603,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-D#3-mf-4c-T11u.wav,D#3,D#,3
1604,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-E3-mf-1c-N.wav,E3,E,3
1605,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-E3-mf-2c-N.wav,E3,E,3
1606,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-E3-mf-3c-T14d.wav,E3,E,3
1607,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-F3-mf-1c-N.wav,F3,F,3
1608,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-F3-mf-2c-N.wav,F3,F,3
1609,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-F3-mf-3c-N.wav,F3,F,3
1610,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-F#3-mf-1c-N.wav,F#3,F#,3
1611,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-F#3-mf-2c-T14u.wav,F#3,F#,3
1612,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-F#3-mf-3c-T15u.wav,F#3,F#,3
1613,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-G3-mf-1c-N.wav,G3,G,3
1614,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-G3-mf-2c-N.wav,G3,G,3
1615,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-G3-mf-3c-N.wav,G3,G,3
1616,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-G#3-mf-1c-T13u.wav,G#3,G#,3
1617,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-G#3-mf-2c-T12u.wav,G#3,G#,3
1618,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-G#3-mf-3c-N.wav,G#3,G#,3
1619,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-A3-mf-1c-N.wav,A3,A,3
1620,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-A3-mf-2c-N.wav,A3,A,3
1621,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-A#3-mf-1c-N.wav,A#3,A#,3
1622,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-A#3-mf-2c-N.wav,A#3,A#,3
1623,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-B3-mf-1c-N.wav,B3,B,3
1624,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-B3-mf-2c-N.wav,B3,B,3
1625,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-C4-mf-1c-N.wav,C4,C,4
1626,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-C4-mf-2c-T13u.wav,C4,C,4
1627,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-C#4-mf-1c-T29u.wav,C#4,C#,4
1628,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-C#4-mf-2c-T12u.wav,C#4,C#,4
1629,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-D4-mf-1c-T13d.wav,D4,D,4
1630,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-D4-mf-2c-N.wav,D4,D,4
1631,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-D#4-mf-1c-T18u.wav,D#4,D#,4
1632,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-E4-mf-1c-N.wav,E4,E,4
1633,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-F4-mf-1c-T16u.wav,F4,F,4
1634,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-F#4-mf-1c-N.wav,F#4,F#,4
1635,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-G4-mf-1c-N.wav,G4,G,4
1636,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-G#4-mf-1c-N.wav,G#4,G#,4
1637,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-A4-mf-1c-T10u.wav,A4,A,4
1638,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-A#4-mf-1c-T20u.wav,A#4,A#,4
1639,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-B4-mf-1c-N.wav,B4,B,4
1640,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-C5-mf-1c-N.wav,C5,C,5
1641,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-E1-ff-4c-N.wav,E1,E,1
1642,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-F1-ff-4c-N.wav,F1,F,1
1643,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-F#1-ff-4c-N.wav,F#1,F#,1
1644,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-G1-ff-4c-T12u.wav,G1,G,1
1645,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-G#1-ff-4c-N.wav,G#1,G#,1
1646,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-A1-ff-3c-N.wav,A1,A,1
1647,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-A1-ff-4c-N.wav,A1,A,1
1648,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-A#1-ff-3c-N.wav,A#1,A#,1
1649,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-A#1-ff-4c-N.wav,A#1,A#,1
1650,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-B1-ff-3c-N.wav,B1,B,1
1651,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-B1-ff-4c-N.wav,B1,B,1
1652,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-C2-ff-3c-N.wav,C2,C,2
1653,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-C2-ff-4c-N.wav,C2,C,2
1654,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-C#2-ff-3c-T11u.wav,C#2,C#,2
1655,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-C#2-ff-4c-T27u.wav,C#2,C#,2
1656,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-D2-ff-2c-N.wav,D2,D,2
1657,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-D2-ff-3c-N.wav,D2,D,2
1658,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-D2-ff-4c-T24u.wav,D2,D,2
1659,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-D#2-ff-2c-N.wav,D#2,D#,2
1660,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-D#2-ff-3c-N.wav,D#2,D#,2
1661,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-D#2-ff-4c-T16u.wav,D#2,D#,2
1662,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-E2-ff-2c-N.wav,E2,E,2
1663,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-E2-ff-3c-N.wav,E2,E,2
1664,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",/Users/monglels/Desktop/TinySOL/Strings/Contrabass/ordinario/Cb-ord-E2-ff-4c-N.wav,E2,E,2
